Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1993-3-10,45.59375,45.6875,45.40625,45.6875,25.206939697265625,194400,,
1993-3-11,45.71875,45.84375,45.5,45.5625,25.137968063354492,70900,,
1993-3-12,45.1875,45.21875,44.8125,45.09375,24.879331588745117,643600,,
1993-3-15,45.0625,45.3125,45.0625,45.3125,25.000024795532227,310800,,
1993-3-16,45.3125,45.4375,45.3125,45.3125,25.000024795532227,30800,,
1993-3-17,45.25,45.25,44.96875,45.03125,24.844846725463867,21800,,
1993-3-18,45.21875,45.5,45.21875,45.3125,25.000024795532227,59300,,
1993-3-19,45.28125,45.28125,45.03125,45.03125,24.962188720703125,66900,0.213,
1993-3-22,44.59375,44.875,44.5625,44.78125,24.823619842529297,183400,,
1993-3-23,44.90625,44.9375,44.8125,44.875,24.875581741333008,55200,,
1993-3-24,44.8125,45.0625,44.59375,44.875,24.875581741333008,37200,,
1993-3-25,44.90625,45.25,44.84375,45.15625,25.03148078918457,110100,,
1993-3-26,45.125,45.15625,44.875,44.90625,24.892894744873047,101500,,
1993-3-29,44.9375,45.3125,44.9375,45.09375,24.996841430664062,87100,,
1993-3-30,45.15625,45.21875,45.09375,45.21875,25.066129684448242,56000,,
1993-3-31,45.34375,45.46875,45.1875,45.1875,25.048818588256836,111600,,
1993-4-1,45.25,45.25,44.9375,45.03125,24.962188720703125,129500,,
1993-4-2,44.65625,44.65625,44.09375,44.09375,24.442508697509766,59400,,
1993-4-5,44.4375,44.4375,44.1875,44.3125,24.563766479492188,172200,,
1993-4-6,44.40625,44.40625,44.0625,44.1875,24.494483947753906,129700,,
1993-4-7,44.25,44.34375,44.15625,44.34375,24.581085205078125,28000,,
1993-4-8,44.53125,44.53125,44.09375,44.28125,24.54644775390625,180800,,
1993-4-12,44.71875,44.9375,44.65625,44.90625,24.892894744873047,348500,,
1993-4-13,44.875,45.15625,44.84375,45,24.944856643676758,146100,,
1993-4-14,45.03125,45.0625,44.90625,44.9375,24.910242080688477,119600,,
1993-4-15,44.90625,45.03125,44.75,44.9375,24.910242080688477,148600,,
1993-4-16,44.96875,45.03125,44.875,44.9375,24.910242080688477,47900,,
1993-4-19,44.9375,45.0625,44.71875,44.75,24.806293487548828,157000,,
1993-4-20,44.6875,44.75,44.25,44.53125,24.685041427612305,279500,,
1993-4-21,44.625,44.625,44.375,44.5,24.66770362854004,67900,,
1993-4-22,44.3125,44.6875,43.9375,43.9375,24.35590171813965,97700,,
1993-4-23,43.84375,43.96875,43.6875,43.75,24.251962661743164,106000,,
1993-4-26,43.78125,43.9375,43.28125,43.40625,24.06140899658203,62600,,
1993-4-27,43.34375,43.875,43.34375,43.875,24.32125473022461,156800,,
1993-4-28,43.8125,43.90625,43.71875,43.78125,24.269290924072266,85900,,
1993-4-29,43.875,43.96875,43.625,43.96875,24.373218536376953,85000,,
1993-4-30,44.125,44.28125,44.03125,44.03125,24.407869338989258,88500,,
1993-5-3,44.09375,44.3125,43.90625,44.3125,24.563766479492188,80500,,
1993-5-4,44.40625,44.625,44.34375,44.46875,24.650379180908203,149100,,
1993-5-5,44.46875,44.75,44.46875,44.59375,24.719676971435547,109000,,
1993-5-6,44.53125,44.5625,44.40625,44.4375,24.633071899414062,54700,,
1993-5-7,44.46875,44.46875,44.28125,44.34375,24.581085205078125,68000,,
1993-5-10,44.40625,44.6875,44.40625,44.4375,24.633071899414062,113900,,
1993-5-11,44.4375,44.625,44.3125,44.625,24.73699378967285,42600,,
1993-5-12,44.4375,44.59375,44.4375,44.5625,24.702348709106445,31000,,
1993-5-13,44.375,44.375,44,44.03125,24.407869338989258,129100,,
1993-5-14,44.03125,44.15625,43.96875,44,24.39054298400879,63500,,
1993-5-17,44.125,44.15625,43.9375,44.15625,24.47715950012207,34000,,
1993-5-18,44.1875,44.21875,43.96875,44.125,24.459836959838867,105200,,
1993-5-19,44.125,45.03125,43.84375,45.03125,24.962188720703125,50200,,
1993-5-20,45.03125,45.15625,44.9375,45.15625,25.03148078918457,98200,,
1993-5-21,45.1875,45.25,44.71875,44.75,24.806293487548828,221400,,
1993-5-24,44.84375,45.09375,44.84375,44.9375,24.910242080688477,30500,,
1993-5-25,45.125,45.125,45.03125,45.03125,24.962188720703125,191800,,
1993-5-26,45.15625,45.625,45.125,45.59375,25.274011611938477,102400,,
1993-5-27,45.65625,45.65625,45.375,45.4375,25.187379837036133,53800,,
1993-5-28,45.40625,45.40625,45,45.21875,25.066129684448242,79100,,
1993-6-1,45.375,45.8125,45.3125,45.65625,25.308629989624023,28300,,
1993-6-2,45.53125,45.75,45.34375,45.59375,25.274011611938477,20300,,
1993-6-3,45.5,45.5,45.34375,45.4375,25.187379837036133,21600,,
1993-6-4,45.3125,45.3125,45.09375,45.28125,25.100765228271484,32000,,
1993-6-7,45.375,45.375,45.125,45.125,25.014169692993164,121400,,
1993-6-8,45,45,44.71875,44.71875,24.78896713256836,104500,,
1993-6-9,44.875,45.0625,44.8125,44.875,24.875581741333008,43300,,
1993-6-10,44.84375,44.9375,44.75,44.90625,24.892894744873047,17900,,
1993-6-11,45.0625,45.15625,44.90625,45.09375,24.996841430664062,647400,,
1993-6-14,45.15625,45.1875,45.03125,45.03125,24.962188720703125,64200,,
1993-6-15,45.09375,45.125,44.9375,44.9375,24.910242080688477,142400,,
1993-6-16,44.9375,45.03125,44.8125,45.03125,24.962188720703125,330900,,
1993-6-17,45.125,45.1875,45.03125,45.1875,25.048818588256836,37400,,
1993-6-18,44.84375,44.84375,44.5,44.5,24.842527389526367,58500,0.318,
1993-6-21,44.625,44.625,44.53125,44.59375,24.89487075805664,29300,,
1993-6-22,44.65625,44.65625,44.5625,44.625,24.912309646606445,137500,,
1993-6-23,44.625,44.625,44.21875,44.21875,24.685523986816406,227600,,
1993-6-24,44.34375,44.8125,44.34375,44.8125,25.017004013061523,243700,,
1993-6-25,44.78125,44.90625,44.75,44.78125,24.999547958374023,44800,,
1993-6-28,45,45.28125,44.9375,45.28125,25.278657913208008,439900,,
1993-6-29,45.21875,45.21875,45,45.0625,25.15656280517578,207500,,
1993-6-30,45.125,45.21875,45,45.0625,25.15656280517578,437600,,
1993-7-1,45.125,45.125,44.875,44.9375,25.08677864074707,605700,,
1993-7-2,44.78125,44.8125,44.53125,44.6875,24.947216033935547,285400,,
1993-7-6,44.625,44.75,44.15625,44.21875,24.685523986816406,246400,,
1993-7-7,44.1875,44.40625,44.1875,44.34375,24.755298614501953,343700,,
1993-7-8,44.375,44.9375,44.3125,44.84375,25.03443717956543,248200,,
1993-7-9,44.84375,44.96875,44.75,44.96875,25.10420799255371,378200,,
1993-7-12,44.90625,44.96875,44.84375,44.9375,25.08677864074707,373700,,
1993-7-13,44.96875,45.09375,44.65625,44.90625,25.069318771362305,389600,,
1993-7-14,44.9375,45.1875,44.90625,45.0625,25.15656280517578,617300,,
1993-7-15,45.03125,45.03125,44.78125,44.875,25.051881790161133,443800,,
1993-7-16,44.90625,44.9375,44.6875,44.75,24.98211097717285,216400,,
1993-7-19,44.75,44.75,44.59375,44.71875,24.964651107788086,188200,,
1993-7-20,44.6875,44.84375,44.46875,44.84375,25.03443717956543,68500,,
1993-7-21,44.78125,44.8125,44.65625,44.8125,25.017004013061523,142700,,
1993-7-22,44.75,44.8125,44.5,44.5,24.842527389526367,632400,,
1993-7-23,44.59375,44.71875,44.5625,44.71875,24.964651107788086,286200,,
1993-7-26,44.84375,45.0625,44.84375,44.96875,25.10420799255371,121300,,
1993-7-27,45,45.03125,44.78125,44.9375,25.08677864074707,92800,,
1993-7-28,44.84375,44.9375,44.78125,44.84375,25.03443717956543,30800,,
1993-7-29,44.9375,45.21875,44.875,45.09375,25.17399787902832,331000,,
1993-7-30,45.09375,45.09375,44.78125,44.84375,25.03443717956543,75300,,
1993-8-2,44.90625,45.125,44.90625,44.96875,25.10420799255371,41300,,
1993-8-3,45.0625,45.1875,44.84375,45,25.12164878845215,81600,,
1993-8-4,45,45.09375,44.875,45,25.12164878845215,434000,,
1993-8-5,45,45,44.84375,44.90625,25.069318771362305,36800,,
1993-8-6,45.03125,45.0625,44.90625,44.96875,25.10420799255371,402300,,
1993-8-9,45.09375,45.34375,45,45.21875,25.2437801361084,828200,,
1993-8-10,45.1875,45.21875,45.125,45.1875,25.226346969604492,604900,,
1993-8-11,45.15625,45.3125,45.15625,45.1875,25.226346969604492,542200,,
1993-8-12,45.3125,45.3125,44.90625,45.0625,25.15656280517578,303700,,
1993-8-13,45.09375,45.15625,45.09375,45.125,25.191448211669922,103500,,
1993-8-16,45.15625,45.5,45.15625,45.375,25.330976486206055,241800,,
1993-8-17,45.34375,45.53125,45.34375,45.53125,25.418231964111328,369300,,
1993-8-18,45.6875,45.875,45.65625,45.78125,25.557809829711914,414300,,
1993-8-19,45.8125,45.8125,45.71875,45.78125,25.557809829711914,28500,,
1993-8-20,45.6875,45.8125,45.65625,45.8125,25.575237274169922,80700,,
1993-8-23,45.625,45.75,45.625,45.71875,25.522916793823242,15600,,
1993-8-24,45.71875,46.21875,45.71875,46.21875,25.80202865600586,273400,,
1993-8-25,46.21875,46.4375,46.15625,46.25,25.81947898864746,242300,,
1993-8-26,46.28125,46.53125,46.09375,46.28125,25.83694076538086,120000,,
1993-8-27,46.15625,46.25,46.15625,46.25,25.81947898864746,25700,,
1993-8-30,46.28125,46.5,46.28125,46.4375,25.92417335510254,183500,,
1993-8-31,46.40625,46.5625,46.34375,46.5625,25.993947982788086,66500,,
1993-9-1,46.40625,46.59375,46.40625,46.5,25.95903778076172,136500,,
1993-9-2,46.53125,46.59375,46.3125,46.34375,25.871824264526367,472400,,
1993-9-3,46.3125,46.4375,46.25,46.375,25.889266967773438,630500,,
1993-9-7,46.375,46.4375,46,46.0625,25.714813232421875,196400,,
1993-9-8,46.0625,46.0625,45.59375,45.90625,25.627578735351562,269900,,
1993-9-9,45.71875,46.03125,45.71875,46,25.679922103881836,239200,,
1993-9-10,46.125,46.4375,46.0625,46.40625,25.906715393066406,106500,,
1993-9-13,46.5625,46.5625,46.4375,46.4375,25.92417335510254,66900,,
1993-9-14,46.3125,46.3125,46.09375,46.25,25.81947898864746,184500,,
1993-9-15,46.0625,46.40625,45.90625,46.375,25.889266967773438,101000,,
1993-9-16,46.3125,46.34375,46.15625,46.1875,25.78460121154785,54300,,
1993-9-17,45.875,45.90625,45.75,45.8125,25.734588623046875,200900,0.286,
1993-9-20,45.875,45.96875,45.4375,45.4375,25.523927688598633,57800,,
1993-9-21,45.5,45.5625,44.8125,45.28125,25.4361629486084,318200,,
1993-9-22,45.4375,45.71875,45.375,45.65625,25.646812438964844,439700,,
1993-9-23,45.78125,45.9375,45.71875,45.90625,25.787254333496094,88500,,
1993-9-24,45.84375,45.875,45.71875,45.78125,25.71705436706543,53500,,
1993-9-27,46.125,46.28125,46.125,46.28125,25.997922897338867,274600,,
1993-9-28,46.3125,46.3125,46.15625,46.1875,25.94525718688965,158300,,
1993-9-29,46.1875,46.3125,45.96875,46.03125,25.85747528076172,221000,,
1993-9-30,46.03125,46.125,45.84375,45.9375,25.804824829101562,99300,,
1993-10-1,45.875,46.21875,45.8125,46.15625,25.927696228027344,22700,,
1993-10-4,46.21875,46.21875,46.09375,46.21875,25.96279525756836,1038500,,
1993-10-5,46.3125,46.3125,46,46.15625,25.927696228027344,436500,,
1993-10-6,46.1875,46.375,46.125,46.125,25.91015625,209200,,
1993-10-7,46.1875,46.1875,45.96875,46,25.839929580688477,59400,,
1993-10-8,46.125,46.15625,45.71875,46.0625,25.87503433227539,54400,,
1993-10-11,46.15625,46.25,46.15625,46.15625,25.927696228027344,467100,,
1993-10-12,46.21875,46.25,46.1875,46.21875,25.96279525756836,26200,,
1993-10-13,46.25,46.25,46.15625,46.21875,25.96279525756836,139100,,
1993-10-14,46.40625,46.8125,46.28125,46.8125,26.29633331298828,108100,,
1993-10-15,47.03125,47.15625,46.90625,47.0625,26.436777114868164,1502500,,
1993-10-18,47.03125,47.03125,46.875,46.9375,26.366554260253906,722400,,
1993-10-19,46.875,46.96875,46.59375,46.59375,26.1734561920166,880100,,
1993-10-20,46.75,46.75,46.5625,46.65625,26.20855140686035,230400,,
1993-10-21,46.6875,46.6875,46.53125,46.59375,26.1734561920166,56200,,
1993-10-22,46.65625,46.84375,46.375,46.375,26.05057716369629,390700,,
1993-10-25,46.40625,46.5625,46.28125,46.5,26.12078094482422,114500,,
1993-10-26,46.46875,46.5,46.3125,46.46875,26.10323715209961,186200,,
1993-10-27,46.40625,46.53125,46.40625,46.5,26.12078094482422,118400,,
1993-10-28,46.5625,46.96875,46.5625,46.84375,26.313901901245117,129600,,
1993-10-29,46.8125,46.875,46.78125,46.84375,26.313901901245117,80700,,
1993-11-1,46.78125,47,46.78125,46.96875,26.38411521911621,36400,,
1993-11-2,46.90625,47,46.65625,46.9375,26.366554260253906,262100,,
1993-11-3,46.90625,46.90625,46.125,46.34375,26.033023834228516,479100,,
1993-11-4,46.34375,46.34375,45.8125,45.84375,25.752155303955078,130400,,
1993-11-5,45.71875,46.0625,45.53125,46.0625,25.87503433227539,363200,,
1993-11-8,46.09375,46.25,45.96875,46.125,25.91015625,367600,,
1993-11-9,46.4375,46.46875,46.125,46.15625,25.927696228027344,246900,,
1993-11-10,46.15625,46.5,46.03125,46.5,26.12078094482422,46500,,
1993-11-11,46.5,46.625,46.34375,46.375,26.05057716369629,88900,,
1993-11-12,46.46875,46.75,46.4375,46.59375,26.1734561920166,108200,,
1993-11-15,46.6875,46.6875,46.4375,46.5625,26.155908584594727,243300,,
1993-11-16,46.65625,46.8125,46.46875,46.78125,26.278799057006836,492600,,
1993-11-17,46.8125,46.8125,46.40625,46.53125,26.138347625732422,39600,,
1993-11-18,46.46875,46.5625,46.28125,46.40625,26.068134307861328,240800,,
1993-11-19,46.25,46.375,46.21875,46.3125,26.01546287536621,106000,,
1993-11-22,46.1875,46.21875,45.875,46.03125,25.85747528076172,165300,,
1993-11-23,46.28125,46.3125,46.03125,46.28125,25.997922897338867,89700,,
1993-11-24,46.40625,46.5,46.34375,46.46875,26.10323715209961,77200,,
1993-11-26,46.59375,46.59375,46.46875,46.5,26.12078094482422,1019800,,
1993-11-29,46.625,46.71875,46.3125,46.3125,26.01546287536621,517500,,
1993-11-30,46.28125,46.5625,46.25,46.34375,26.033023834228516,230000,,
1993-12-1,46.59375,46.625,46.40625,46.40625,26.068134307861328,379200,,
1993-12-2,46.5,46.5625,46.40625,46.53125,26.138347625732422,352000,,
1993-12-3,46.5,46.71875,46.5,46.71875,26.243671417236328,306000,,
1993-12-6,46.78125,46.9375,46.78125,46.875,26.331439971923828,99500,,
1993-12-7,46.875,46.90625,46.78125,46.84375,26.313901901245117,88800,,
1993-12-8,46.84375,46.84375,46.78125,46.84375,26.313901901245117,146700,,
1993-12-9,46.84375,46.90625,46.625,46.6875,26.22612762451172,416500,,
1993-12-10,46.71875,46.71875,46.5,46.59375,26.1734561920166,412900,,
1993-12-13,46.59375,46.875,46.53125,46.875,26.331439971923828,273200,,
1993-12-14,46.90625,46.90625,46.53125,46.53125,26.138347625732422,41900,,
1993-12-15,46.59375,46.625,46.46875,46.46875,26.10323715209961,82600,,
1993-12-16,46.65625,46.65625,46.5625,46.625,26.19100570678711,78200,,
1993-12-17,46.40625,46.59375,46.375,46.5625,26.334949493408203,104700,0.317,
1993-12-20,46.53125,46.65625,46.5,46.625,26.370311737060547,68800,,
1993-12-21,46.5625,46.5625,46.40625,46.46875,26.281932830810547,205700,,
1993-12-22,46.59375,46.8125,46.5,46.78125,26.458681106567383,410300,,
1993-12-23,46.75,46.84375,46.6875,46.75,26.440990447998047,533800,,
1993-12-27,46.75,47,46.75,47,26.582395553588867,447100,,
1993-12-28,46.96875,47.125,46.9375,47.09375,26.63541030883789,880600,,
1993-12-29,47.125,47.15625,47,47.03125,26.60006332397461,266700,,
1993-12-30,47,47,46.75,46.84375,26.494014739990234,219900,,
1993-12-31,46.9375,47,46.5625,46.59375,26.35262680053711,312900,,
1994-1-3,46.59375,46.65625,46.40625,46.46875,26.281932830810547,960900,,
1994-1-4,46.53125,46.65625,46.46875,46.65625,26.387981414794922,164300,,
1994-1-5,46.71875,46.78125,46.53125,46.75,26.440990447998047,710900,,
1994-1-6,46.8125,46.84375,46.6875,46.75,26.440990447998047,201000,,
1994-1-7,46.84375,47.0625,46.71875,47.03125,26.60006332397461,775500,,
1994-1-10,47.09375,47.59375,46.96875,47.59375,26.918212890625,593700,,
1994-1-11,47.5625,47.5625,47.34375,47.5,26.865184783935547,295200,,
1994-1-12,47.53125,47.53125,47.1875,47.34375,26.776811599731445,158400,,
1994-1-13,47.21875,47.3125,47.15625,47.21875,26.70611000061035,244300,,
1994-1-14,47.375,47.5,47.375,47.40625,26.812158584594727,137200,,
1994-1-17,47.40625,47.46875,47.3125,47.40625,26.812158584594727,17700,,
1994-1-18,47.46875,47.53125,47.375,47.46875,26.847509384155273,166400,,
1994-1-19,47.40625,47.46875,47.25,47.34375,26.776811599731445,200800,,
1994-1-20,47.40625,47.5,47.375,47.46875,26.847509384155273,281100,,
1994-1-21,47.53125,47.53125,47.34375,47.375,26.794490814208984,85600,,
1994-1-24,47.34375,47.5625,47.1875,47.1875,26.688457489013672,373800,,
1994-1-25,47.21875,47.25,47.09375,47.1875,26.688457489013672,310400,,
1994-1-26,47.1875,47.34375,47.125,47.3125,26.759132385253906,145100,,
1994-1-27,47.40625,47.8125,47.34375,47.75,27.00657081604004,344500,,
1994-1-28,47.9375,48.03125,47.875,47.875,27.077289581298828,356500,,
1994-1-31,48.0625,48.3125,48,48.21875,27.271705627441406,313800,,
1994-2-1,48.15625,48.15625,47.90625,47.96875,27.130298614501953,303600,,
1994-2-2,48.125,48.28125,48.09375,48.28125,27.307043075561523,307600,,
1994-2-3,48.1875,48.1875,47.90625,48.0625,27.183330535888672,466100,,
1994-2-4,48.0625,48.125,46.96875,46.96875,26.564706802368164,1403200,,
1994-2-7,46.84375,47.3125,46.84375,47.1875,26.688457489013672,516400,,
1994-2-8,47.28125,47.28125,47.03125,47.21875,26.70611000061035,188200,,
1994-2-9,47.25,47.4375,47.1875,47.40625,26.812158584594727,144600,,
1994-2-10,47.375,47.40625,47,47,26.582395553588867,883900,,
1994-2-11,47.03125,47.28125,46.8125,47.15625,26.670764923095703,519400,,
1994-2-14,47.0625,47.375,47,47.21875,26.70611000061035,2742100,,
1994-2-15,47.3125,47.5,47.25,47.46875,26.847509384155273,374700,,
1994-2-16,47.53125,47.53125,47.34375,47.4375,26.829833984375,287600,,
1994-2-17,47.65625,47.6875,47.03125,47.15625,26.670764923095703,342400,,
1994-2-18,47.1875,47.21875,46.75,46.875,26.51169776916504,313300,,
1994-2-22,47,47.34375,47,47.34375,26.776811599731445,154500,,
1994-2-23,47.40625,47.4375,47.0625,47.21875,26.70611000061035,391700,,
1994-2-24,47.0625,47.0625,46.5625,46.59375,26.35262680053711,770800,,
1994-2-25,46.65625,46.8125,46.5625,46.8125,26.476343154907227,531300,,
1994-2-28,46.9375,47.0625,46.8125,46.8125,26.476343154907227,333000,,
1994-3-1,46.8125,46.90625,46.375,46.625,26.370311737060547,423600,,
1994-3-2,46.03125,46.6875,45.90625,46.6875,26.405656814575195,581500,,
1994-3-3,46.625,46.625,46.4375,46.5625,26.334949493408203,223200,,
1994-3-4,46.5625,46.8125,46.40625,46.6875,26.405656814575195,595800,,
1994-3-7,46.84375,47,46.84375,46.9375,26.547042846679688,539800,,
1994-3-8,46.96875,46.96875,46.6875,46.75,26.440990447998047,880300,,
1994-3-9,46.8125,47,46.59375,46.96875,26.564706802368164,2500100,,
1994-3-10,46.9375,46.9375,46.4375,46.59375,26.35262680053711,207400,,
1994-3-11,46.65625,46.90625,46.40625,46.84375,26.494014739990234,576600,,
1994-3-14,47.03125,47.03125,46.84375,46.90625,26.52935218811035,345900,,
1994-3-15,47,47.09375,46.84375,46.875,26.51169776916504,748600,,
1994-3-16,46.9375,47.25,46.78125,47.25,26.72378921508789,455500,,
1994-3-17,47.09375,47.3125,47.09375,47.25,26.72378921508789,133000,,
1994-3-18,46.75,47.03125,46.71875,46.96875,26.71796226501465,365500,0.271,
1994-3-21,46.8125,46.9375,46.71875,46.84375,26.6468505859375,324800,,
1994-3-22,46.84375,47.0625,46.75,46.96875,26.71796226501465,435700,,
1994-3-23,46.9375,47.0625,46.90625,46.9375,26.70017433166504,698500,,
1994-3-24,46.75,46.84375,46.15625,46.375,26.380220413208008,1200500,,
1994-3-25,46.40625,46.53125,45.9375,45.9375,26.13134765625,100900,,
1994-3-28,46,46.0625,45.59375,46,26.166879653930664,1117200,,
1994-3-29,46,46.03125,45.09375,45.09375,25.6513671875,338400,,
1994-3-30,45.125,45.25,44.46875,44.46875,25.295841217041016,1123900,,
1994-3-31,44.46875,44.6875,43.53125,44.59375,25.36695098876953,788800,,
1994-4-4,43.34375,44.03125,43.34375,43.90625,24.97587776184082,2627300,,
1994-4-5,44.34375,44.8125,44.34375,44.8125,25.491382598876953,1179000,,
1994-4-6,44.875,44.90625,44.5,44.8125,25.491382598876953,516500,,
1994-4-7,44.78125,45.125,44.53125,45.03125,25.61581802368164,666100,,
1994-4-8,44.9375,44.9375,44.46875,44.6875,25.42028045654297,242400,,
1994-4-11,44.8125,45.0625,44.703125,44.875,25.526939392089844,203300,,
1994-4-12,44.921875,45,44.71875,44.8125,25.491382598876953,1409200,,
1994-4-13,44.796875,44.90625,44.25,44.578125,25.35805320739746,364100,,
1994-4-14,44.5,44.828125,44.40625,44.59375,25.36695098876953,419900,,
1994-4-15,44.578125,44.78125,44.515625,44.59375,25.36695098876953,387300,,
1994-4-18,44.640625,44.765625,44.15625,44.296875,25.198068618774414,369100,,
1994-4-19,44.25,44.53125,43.984375,44.359375,25.23362922668457,472200,,
1994-4-20,44.40625,44.515625,44.078125,44.3125,25.20696258544922,508000,,
1994-4-21,44.5,44.96875,44.34375,44.90625,25.544710159301758,200300,,
1994-4-22,45.015625,45.046875,44.734375,44.859375,25.518056869506836,301800,,
1994-4-25,44.84375,45.359375,44.84375,45.328125,25.784687042236328,394600,,
1994-4-26,45.265625,45.34375,45.1875,45.28125,25.758031845092773,399000,,
1994-4-28,45.1875,45.25,44.8125,44.953125,25.571378707885742,287000,,
1994-4-29,44.875,45.15625,44.8125,45.09375,25.6513671875,481900,,
1994-5-2,45.09375,45.71875,44.9375,45.375,25.811351776123047,275000,,
1994-5-3,45.390625,45.40625,45.0625,45.328125,25.784687042236328,183400,,
1994-5-4,45.421875,45.421875,45.078125,45.25,25.740264892578125,401900,,
1994-5-5,45.296875,45.375,45.1875,45.1875,25.70469856262207,659800,,
1994-5-6,44.96875,44.96875,44.59375,44.75,25.455842971801758,216300,,
1994-5-9,44.625,44.75,44.28125,44.359375,25.23362922668457,499300,,
1994-5-10,44.578125,44.84375,44.546875,44.703125,25.429166793823242,583400,,
1994-5-11,44.65625,44.71875,44.171875,44.296875,25.198068618774414,210600,,
1994-5-12,44.578125,44.625,44.40625,44.515625,25.32252311706543,305200,,
1994-5-13,44.640625,44.640625,44.296875,44.515625,25.32252311706543,321300,,
1994-5-16,44.609375,44.75,44.515625,44.53125,25.33139419555664,450400,,
1994-5-17,44.5625,45.1875,44.5,45.1875,25.70469856262207,470200,,
1994-5-18,45.21875,45.6875,45.015625,45.515625,25.8913631439209,824800,,
1994-5-19,45.421875,45.859375,45.421875,45.734375,26.01578712463379,531000,,
1994-5-20,45.65625,45.6875,45.5,45.5625,25.91802215576172,370400,,
1994-5-23,45.515625,45.53125,45.34375,45.484375,25.87357521057129,262700,,
1994-5-24,45.609375,45.84375,45.609375,45.671875,25.98023796081543,549600,,
1994-5-25,45.5,45.828125,45.34375,45.796875,26.051342010498047,738200,,
1994-5-26,45.78125,45.9375,45.734375,45.828125,26.069122314453125,369600,,
1994-5-27,45.75,45.875,45.671875,45.875,26.095781326293945,162000,,
1994-5-31,45.734375,45.90625,45.65625,45.8125,26.060243606567383,160000,,
1994-6-1,45.703125,46.015625,45.5625,46.015625,26.17578887939453,200500,,
1994-6-2,46.046875,46.046875,45.890625,45.96875,26.14912986755371,55100,,
1994-6-3,46,46.390625,45.859375,46.234375,26.300209045410156,550400,,
1994-6-6,46.328125,46.46875,46.1875,46.21875,26.291332244873047,99300,,
1994-6-7,46.140625,46.21875,46.03125,46.15625,26.255775451660156,120600,,
1994-6-8,46.265625,46.265625,45.78125,45.78125,26.042449951171875,131900,,
1994-6-9,45.984375,46.03125,45.890625,46.03125,26.18466567993164,80500,,
1994-6-10,46.078125,46.203125,46.078125,46.109375,26.229108810424805,83100,,
1994-6-13,46.046875,46.1875,46.03125,46.171875,26.264665603637695,109700,,
1994-6-14,46.3125,46.546875,46.3125,46.53125,26.469087600708008,161000,,
1994-6-15,46.546875,46.5625,46.3125,46.34375,26.36241912841797,142800,,
1994-6-16,46.34375,46.46875,46.296875,46.4375,26.41576385498047,44000,,
1994-6-17,46.15625,46.203125,45.8125,45.875,26.268308639526367,403800,0.305,
1994-6-20,45.546875,45.625,45.4375,45.484375,26.044641494750977,137400,,
1994-6-21,45.453125,45.453125,44.90625,45.09375,25.820955276489258,139200,,
1994-6-22,45.21875,45.421875,45.171875,45.265625,25.919384002685547,279900,,
1994-6-23,45.34375,45.40625,44.9375,45,25.767282485961914,922500,,
1994-6-24,44.78125,44.78125,44,44.0625,25.23048210144043,353800,,
1994-6-27,44.234375,44.828125,44.015625,44.828125,25.668869018554688,371200,,
1994-6-28,44.84375,44.84375,44.25,44.609375,25.54361343383789,5382300,,
