date,close,return
2008-01-03,144.86000061035156,-0.000483053717604219
2008-01-04,141.30999755859375,-0.024811721662867735
2008-01-07,141.19000244140625,-0.0008495230046308404
2008-01-08,138.91000366210938,-0.016280250540592924
2008-01-09,140.3699951171875,0.01045549098845661
2008-01-10,141.2899932861328,0.0065327094984343834
2008-01-11,140.14999389648438,-0.008101234198452033
2008-01-14,141.27999877929688,0.008030494154422212
2008-01-15,138.1699981689453,-0.022258930398947913
2008-01-16,136.97999572753906,-0.008649899237031886
2008-01-17,133.42999267578125,-0.02625795771687526
2008-01-18,132.05999755859375,-0.01032059458315732
2008-01-22,130.72000122070312,-0.01019870582932959
2008-01-23,133.86000061035156,0.02373684178212545
2008-01-24,134.99000549316406,0.008406260081730921
2008-01-25,133.0399932861328,-0.01455095789420934
2008-01-28,135.24000549316406,0.01640123403793492
2008-01-29,135.91000366210938,0.004941910454782655
2008-01-30,134.91000366210938,-0.00738501231680373
2008-01-31,137.3699951171875,0.01807006319658524
2008-02-01,139.5800018310547,0.015959946915179078
2008-02-04,137.82000732421875,-0.01268938763489567
2008-02-05,134.1300048828125,-0.027139023754846153
2008-02-06,133.0500030517578,-0.008084494956958121
2008-02-07,133.92999267578125,0.0065922003514902105
2008-02-08,133.07000732421875,-0.0064418601161177515
2008-02-11,133.75,0.005097025180120963
2008-02-12,134.99000549316406,0.009228356537737334
2008-02-13,136.3699951171875,0.010171001750267914
2008-02-14,135.1699981689453,-0.008838512114694566
2008-02-15,135.13999938964844,-0.00022195834183699382
2008-02-19,135.52000427246094,0.0028079888225779393
2008-02-20,135.9199981689453,0.0029472014619471025
2008-02-21,134.7899932861328,-0.008348501951769092
2008-02-22,135.6199951171875,0.006138859311718409
2008-02-25,137.3300018310547,0.012529980623372603
2008-02-26,138.36000061035156,0.00747218660486101
2008-02-27,138.22000122070312,-0.0010123609854538224
2008-02-28,136.8699951171875,-0.00981509294648858
2008-02-29,133.82000732421875,-0.022535866461816406
2008-03-03,133.5,-0.0023941902462344864
2008-03-04,132.99000549316406,-0.0038274991101421734
2008-03-05,133.8300018310547,0.006296372760065818
2008-03-06,131.05999755859375,-0.020915136507034263
2008-03-07,129.7100067138672,-0.01035397387001518
2008-03-10,128.0,-0.013270977193561328
2008-03-11,132.60000610351562,0.035306859861673506
2008-03-12,131.36000061035156,-0.009395473430769083
2008-03-13,131.64999389648438,0.0022051892301123777
2008-03-14,129.61000061035156,-0.015616893436210751
2008-03-17,128.3000030517578,-0.010158650736723418
2008-03-18,133.6300048828125,0.040703527925061815
2008-03-19,130.32000732421875,-0.025081802837172144
2008-03-20,132.0800018310547,0.013414792979507475
2008-03-24,134.72000122070312,0.01979074607995827
2008-03-25,134.85000610351562,0.000964535292200174
2008-03-26,133.1999969482422,-0.012311359652061597
2008-03-27,132.77999877929688,-0.003158121097606688
2008-03-28,131.50999450683594,-0.009610761513648794
2008-03-31,131.97000122070312,0.003491780694652975
2008-04-01,136.61000061035156,0.034555522088644
2008-04-02,136.6999969482422,0.0006585660381781476
2008-04-03,137.0399932861328,0.0024840836184243237
2008-04-04,136.88999938964844,-0.0010951258751176326
2008-04-07,136.9600067138672,0.00051128226535313
2008-04-08,136.82000732421875,-0.001022714549438245
2008-04-09,135.8300018310547,-0.007262129549747616
2008-04-10,136.02000427246094,0.0013978478431396616
2008-04-11,133.3800048828125,-0.019599731345586527
2008-04-14,132.92999267578125,-0.003379615031247069
2008-04-15,133.24000549316406,0.002329435771874452
2008-04-16,136.85000610351562,0.026733425533660374
2008-04-17,137.0500030517578,0.0014603649295440219
2008-04-18,138.47999572753906,0.010380034999132542
2008-04-21,138.5500030517578,0.0005054133199831177
